,Id_tweeet,Fecha,User,Tweet
0,1589733925873934336,2022-11-07 21:37:58+00:00,AugustoIglesi14,@luis_ninaiz Habrá algún pasaje al mar y de ahí a traspasar el gran muro de hielo de la Antártida hacia su base 👍👍👍👍
1,1589684288219648002,2022-11-07 18:20:43+00:00,Aldwitter,@globalgamer_gsa si no hay Mei no hay bug de muro de hielo https://t.co/NgMkPk5P83
2,1589664719639810050,2022-11-07 17:02:58+00:00,Mov_Libertad,@PaleBlueDotnow @BlackL @Santi_ABASCAL Pero si te reconocen q hubo periodos fríos con diferentes mínimos y casualmente dentro del periodo clásico de la pequeña edad de Hielo ...por lo q siendo fake el artículo te deja en evidencia OTRA VEZ ...ves como la verdad es un muro? 😘 https://t.co/QU9YMWcHzG
3,1589663837136949248,2022-11-07 16:59:27+00:00,Mov_Libertad,@PaleBlueDotnow @BlackL @Santi_ABASCAL Pero si te reconocen q hubo periodos fríos con diferentes mínimos y casualmente dentro del periodo clásico de la pequeña edad de Hielo ...por lo q siendo fake el artículo te deja en evidencia OTRA VEZ ...ves como la verdad es un muro? 😘 https://t.co/6VWko1OiRF
4,1589647831232819200,2022-11-07 15:55:51+00:00,__Mikha,"«Intentan proteger su corazón a través de un muro de hielo» 

«Desea ejercer el control, acumulando poder; suele tener una profunda inteligencia» 

«No soporta la deslealtad y tampoco perdona una ofensa, seguramente busque venganza...» https://t.co/FHmRFZ6iFW"
5,1589566917144346624,2022-11-07 10:34:20+00:00,LucSalvatore14,"Y solo apareciste... Con esos abrazos cálidos y llenos de amor,  para derretir aquel muro de hielo que había en mi corazón."
6,1589441016922542084,2022-11-07 02:14:03+00:00,Kidnormal3,"@suzidane_ Jajaja qué es eso 

A mí me sale pura teoría de conspiración, de esas donde dicen pendejadas de que hay un muro de hielo que divide la Antártida de otra tierra, si están muy fumadas jajaja"
7,1589410160027766784,2022-11-07 00:11:26+00:00,R0,"@gcanalesdomich @GameOfThrones Por lo que veo en tus fotos, se ha achicado bastante el muro de hielo. ¿calentamiento global?"
8,1589395222114750464,2022-11-06 23:12:05+00:00,EvaSvqScq,@ayec98_2 @Coloidesoxigeno La hipótesis que veo más probable es que la Tierra es un continente plano de Gaia que sí es esférica. Que hay otros continentes a los que no podemos ir porque no nos dejan pasar por el muro de hielo que la rodea.
9,1589392184805048321,2022-11-06 23:00:00+00:00,globalgamer_gsa,"Overwatch 2: retiran a Mei para mejorar bug de su muro de hielo.

#Overwatch2 #Gaming #GlobalGamer #Gamer https://t.co/ETGuekuphg"
10,1589362940775665664,2022-11-06 21:03:48+00:00,BlueOfDaylight,"⠀

〝 Estoy harto del hielo. 〞Mueve el brazo derecho, muro de fuego sirviendo de escudo. ⠀

⠀ ⠀"
11,1589324752354947072,2022-11-06 18:32:03+00:00,Warrior_VG,"@ElonMaskCEO @EstoyAvisando Es que la luna es plasma, tiene luz propia y es pequeñita. Y la Antártida es un muro de hielo. https://t.co/O9CvJE0LQg"
12,1589248999412105216,2022-11-06 13:31:02+00:00,ArchivosDeIzzy,"nº28: Garurumon

Nivel: Campeón
Tipo: Bestia
Atributo: Vacuna
Elemento: Fuego
Técnicas: Fox Fire/Fuego de Zorro y Ice Wall/Muro de Hielo
Videojuego Anterior: Digimon Story: Cyber Sleuth Complete Edition https://t.co/4A3fHpM0Vw"
13,1589198715788529665,2022-11-06 10:11:14+00:00,MigVenegas,"Esta semana en @LaCultureta hablamos de la Reina del Hielo de la RDA y del día en que, estando ella en Sevilla, su vida cambió.👇

El muro de Katarina Witt https://t.co/Brh4qGRf9m a través de @OndaCero_es"
14,1589162311327309824,2022-11-06 07:46:34+00:00,CesarAd56556318,"@gfalconic ¿La batalla de Ghondor, la de Narnia, la del Muro de Hielo, contra Thanos, contra los terribles terrucos de la OEA que son comunistas y estan en contra del empresarios San Isidrino, de la molina y Miraflores? O tu intento de querer chapar un puesto en el poder :v"
15,1589042429550026752,2022-11-05 23:50:12+00:00,Pink_Furiouss,"@gameofbollocks2 Y en un coche eléctrico, por favor 
Obviamente el chisme ése se quedaría sin batería, tanta vuelta al polo buscando el muro de hielo, pues hasta pila. 
Entonces, un Paco, una Charo y une ente se ponen a buscar estación de carga."
16,1588976666902409216,2022-11-05 19:28:53+00:00,EVitancio,"@ProtonC_ @JPQueirozPerez @EstoyAvisando O sea, ya no la tierra plana está rodeada por un muro de hielo que impide el ingreso de los caminantes blancos?"
17,1588947568264122368,2022-11-05 17:33:16+00:00,SoyMAFV,"@Alien_Armadillo @EstoyAvisando Según ellos, tras el muro de hielo de la antartida que rodea al círculo plano existe ""otra Tierra"" con abundantes recursos y blablabla, por eso los MASONES REPTILIANOS ILLUMINATIS no permiten que nadie pase y tenga acceso a ese lugar de recursos ilimitados."
18,1588945170032386048,2022-11-05 17:23:44+00:00,laotracara88,"@vegastarr Si estás parado en el muro de hielo no tendría sentido que tuvieras que girar para ver el sol, o que el sol girara a tu alrededor. Sólo deberías verlo como él gira sobre todo lo demás ¿no? 😉

Este video no tiene sentido."
19,1588908588793495552,2022-11-05 14:58:22+00:00,abelsol6,"@theiiridescent @JavierWoT -que tiene el muro que ofrecer al banco de hierro como aval.

-castillos abandonados con tierras que hace años que no se cultivan y mucho hielo.

-Eres convincente te daeron el préstamo."
20,1588886080715378689,2022-11-05 13:28:56+00:00,AyrtonGorocitoG,"Una flor azul crecía en una grieta de un muro de hielo, e impregnaba el aire de un olor dulce..."
21,1588875456581087233,2022-11-05 12:46:43+00:00,EndorfinaCrew,"@JosAlegreMoral1 @EstoyAvisando Hombre, porque en una tierra plana puedes tirar por encima del muro de hielo perimetral todos los desechos industriales con catapultas gigantes (los ejércitos que lo vigilan también se encargan de eso) y entonces hay más espacio y recursos para los humanos porque patatas..."
22,1588650005836943360,2022-11-04 21:50:51+00:00,leeloo_minai_,"Espero que la circunferencia sea lo suficientemente grande porque si no vamos a acabar todos aplastados. O eso o rompemos el muro de hielo y vemos qué pasa...

Un hito en la historia de la humanidad: ¡ya somos 8 000 millones de habitantes sobre la Tierra!
https://t.co/VupGHmnPwd https://t.co/W7jVPM27gv"
23,1588522357127524353,2022-11-04 13:23:37+00:00,TiwazGod,"II Es importante mantener un círculo pequeño y cómodo en TL, así como lo es poner un muro de hielo entre el pj y user. Ser consciente de que un #nv es #nv, y que todas las realidades de tu pj no tienen motivo alguno para afectar a ningún user."
24,1588370176004984833,2022-11-04 03:18:55+00:00,intraelementum,"&gt;&gt; un par de veces el pie en dirección incorrecta. Pero conforme Eula le guiaba, comenzaba a discernir un patrón en esos movimientos.

Aun así, tenía la espalda tan rígida como un muro de hielo. 

━ ... una, dos, tres, cuatro ━repetía en silencio, mirando más el suelo que a &gt;&gt;"
25,1588184091912208384,2022-11-03 14:59:29+00:00,GuardianRaziel,"@SirMorgenstern ──El cariño con el que la había recibido había quedado totalmente opacado por una frialdad con la que tendría que lidiar.

Si se mantenían con cierta distancia... quizás podría protegerle.

Pero sentir ese muro de hielo entre los dos era desgarrador, por más que hubiese &gt;"
26,1588116931575513088,2022-11-03 10:32:36+00:00,Falcofemoralis,@PregoneroL Con el choborra brasuca tomaron impulso. Te diría q son los de Mordor + los salvajes q viven pasando el muro de hielo.
27,1588060285981655041,2022-11-03 06:47:31+00:00,amarantium666,"@Buenrolloreturn Los tendrán escondidos más allá del muro de hielo que rodea la tierra, junto con los dinosaurios."
28,1588056097579040769,2022-11-03 06:30:52+00:00,anticatetos,@Fedelpasto1 @Stilografica03 @coyotexpres Lo de tu perfil qué es? El muro de hielo de la tierra plana?? 🤣🤣🤣
29,1588051224385011712,2022-11-03 06:11:31+00:00,thisis_EME,Aquí podemos observar claramente que la cierra es plana y la derecha el muro de hielo donde Jon Nieve está de guardia para que nadie pase. https://t.co/gxgf7b2ZGN
30,1588046435903209474,2022-11-03 05:52:29+00:00,cnnespano,"@elonmusk Brother, vienen tiempos de sombras para el mundo, los que habitan después de muro que nos rodea de hielo ya no quieren más silencio.. prepara al mundo no seas parte de las mentira de todos los países que firmaron un acuerdo para que esos muros de hielo no sean explorados"
31,1587977591885103105,2022-11-03 01:18:55+00:00,AugustoIglesi14,@exploracionovni Al otro lado del muro de hielo Antártida 👍
32,1587933994791964672,2022-11-02 22:25:41+00:00,aero___2022,"@prestoyvoila ajaj esw increible el muro de hielo q se pone cuando uno dice ""no me gusta"". se les termina la charla. jajaja"
