,Unnamed: 0,tweeet,Sentimiento,Ponderacion
25437,25437,"ð®ð¸ They visit us from Iceland, the land of ice and fire! ð®ð¸

We love that you visit us from all parts of the world, but you know that we have special weakness for the country ""behind the wall"" (alluding to ... ",positivo,0.1523809523809524
25438,25438,"If conservatism reigns, today Kruijswijk dresses as a leader. Eye that Roglic is turning years and has a very good press but Krispis could withdraw with better results in  weeks around him. We don't forget that ice wall.",positivo,0.705
25442,25442,"Latierraes lancergroup flat_earth_fc flateth_fc This is not space but maybe you are worth it. To be so demanding with the graphic documents that you accuse of being false without evidence, I hope you have much better photos of the dome, ice wall, luminaires etc, I wait for them.
",positivo,0.0999999999999999
25446,25446,Harryelsocio Uy! . You have not heard the embankments. They say that the water does not overflow because there is an ice wall around. They have even organized a cruise to demonstrate it empirically. What if. They go to a glacier. ,positivo,0.1
25450,25450,hematocritico because there is an ice wall guarded by the United States and Russia and would kill them if they approach.,positivo,0.4
25453,25453,"piture_lokito selui_SJ Frenncians flatearh_FC marca without embargo, the luminarias and the ice thoroughter is very displaced and documented.",positivo,0.2
25458,25458,hematocritico there is a great ice wall that prevents it. Really,positivo,0.5
25460,25460,"Because some defend that, beyond that wall of ice, there are even more flat lands. In addition, some say that heaven is a dome that closes the flat earth, while others say it is infinite. It `s hilarious. They don't even agree on their conspiracy.",positivo,0.2375
25462,25462,"Javi Poves is being ready. He was aware that the MÃ³stoles BalompiÃ© would go unnoticed having in front of the MÃ³stoles CF and the CD MÃ³stoles URJC. Well come, the earth is flat. Let's see if they get into Europe and we spend photos of the wall that of ice that there is ...",positivo,0.05625
25465,25465,bunnyra Delilers an ice wall is perfectly seen in the background.,positivo,1.0
25466,25466,"Marching a contrast boy. Because #Todoroki is able to plant an ice mountain or a wall of fire as is third. ð¤ª
NEW FIGURE OF THE #ERTHEREHERO DE #BANDAI  #myheroCademia #bokunohero #Shototodoroki #anime #MANGA #Figura #Oficial ",positivo,0.2121212121212121
25468,25468,"I love salsa music ..

ð¶That sad fall in love
of someone who has no heart
Someone who does not feel the same love as it happens with you

And it's sad to love you so much
And find a cold wall an ice that I can no longer cross to get to you snow",positivo,0.06
25470,25470,"Edmundo i_jister mardelafuentee maybe you have better quality photos of the ice wall, dome and luminaires",positivo,0.5
25471,25471,"Really fascinate ... one day I would like to see if it's true ...

*Eargo, thoughtful*

We do not have a lost city, but a great ice wall in the north that protects us from what is beyond. ",positivo,0.4375
25472,25472,"MIZU_KORI_RYU ""HUH ..?"" His eye returned to his normal blue tone when he saw the first tear of the girl ""Iza ..."" murmur for whether he advanced, put his hand on the ice wall, closed his eye and hit him âthat will not stop me .. . ""Said moving closer"" I think nothing will do it ... ""he said to himself-",positivo,0.14
25474,25474,It is so hot that hopefully an ice wall was lifted between us.,positivo,0.25
25477,25477,"When an intense writes me:

Ice style: jutsu ice wall.",positivo,0.2
25482,25482,"Mjdelrio ecosDelfuturo who is spending billions in building an ice wall under Fukushima to contain a contaminated water with ""perfectly assumed"" levels is not me.",positivo,1.0
25484,25484,"The thaw has two possibilities to be:

. negative some. The southern pole of the earth would act as a retaining wall, and once melted, the water immerses the earth.

. Positive some. It allows us to travel where there was ice and beyond discovering new continents.",positivo,0.0159090909090909
25488,25488,Ellesci however surely you at that time send an exploration to the ice wall,positivo,0.5
25492,25492,Pancracio_valpo ta more ice cream than more than the ice wall,positivo,0.5
25493,25493,enriquedea rositabragas to me west reminds me of thrones with that wonderful ice wall and makes me want to cry ,positivo,1.0
25494,25494,#Todosconjavier #bdlnoserinde with all of us who have spoken see reasonable what we ask for #NuestrodirecTorsequeda. But r_vangrieken no !! Is it an ice wall? Decides against citizens? Do not you work for and for our good?,positivo,0.50625
25496,25496,"atisabini brothers ???? !!!! Tati is not bad, Argentina separates us and an ice wall (for doubts I suppose) ðððð",positivo,0.3499999999999999
25498,25498,"But I, as a good hard head that I am, made deaf ears and gave him. I studied like never to get this matter for more than everyone told me it is difficult. It didn't matter, I studied to cross the ice wall.",positivo,0.0816666666666666
25499,25499,"They say that the faculty if you study is easy, that everything can be motivated and a lot of gilada more. I come to tell you my story. I am a second year student of UNC law and I came across, as many know, with the ice wall of obligations +",positivo,0.3583333333333333
25500,25500,Edu_nividhia Misterobus Many people have gone and are photographed but has not been recognized as the ice wall. And currently no investigations are allowed beyond parallel ,positivo,0.1666666666666666
25502,25502,"When the Berry join, tremendous Berryche is formed. Happy than ever, my sister visiting, my brother and family. And God allowed an ice wall to break that did not allow me to enjoy fully but that he knew that today was the time for forgiveness to arriveð¤ ",positivo,0.5111111111111111
25503,25503,They would be delayed for not being able to cross the wall and with that time the Daenerys earns the love of their people reconstructing landing in a good way and they have plenty of time to prepare for the attack of the ice peels,positivo,0.425
25504,25504,Knesix tiadoraita have an ice wall and guaid poses for the selfi will say in their thoughts I am eating it we are doing very well,positivo,0.2
25506,25506,"And caes ...
That wall of ice that made you indestructible falls.
They blew to enter through the most hidden cracks of my being.
They entered to stay, to do well.
Which runaway horse, to stay and take care of myself.
And I can only say thanks. ()",positivo,0.1333333333333333
25509,25509,An incredible ice water wall from a great image and expose and auction this photo and put on the security system and we appreciate faithful followers and visitors who follow us from this space of ... ,positivo,0.8500000000000001
25517,25517,"""The more time passed, the more she had the feeling that the ice wall between us thickened.""",positivo,0.5
25520,25520,Hey if Dragon Zombie was able to tear down the ice wall and could not burn some adobe where Jon Snow,positivo,0.1722222222222222
25525,25525,"xnnxofxrendell hctxthwcrld Â«Black ice, imposing like a glacier. Instead, he smiled. His fire was at the ground after crashing into the wall, but did not go back. As an expectant snake, he even waited when the peliblanca undid his Â»",positivo,0.3
25526,25526,"Today my car was frozen level beyond the wall and I took a caleta to remove the ice, I warned my super urgent boss that was going to come late ð« and I arrived at : ð Tell me of melodramatic ð¤£  /LEBTTWTR",positivo,0.0166666666666666
25530,25530,"Here the ""Democratas"". The tomorrows are savings of the most of the wall of Hielo ...

Government spokeswoman calls for a ""country response"" if ""State Operation"" Investates Colau ",positivo,0.5
25531,25531,"Jon Snow/Aegon Targaryen did not die and resurrected after saving the town beyond the wall, fought mounted on a dragon with an ice zombie and killed the greatest tyrant in history so that they are taking their eyes out of the color of the color of A PENATONAL PASS",positivo,0.4
25548,25548,"Kaleymarston do you have the extended version when it goes to the ice lands? ... if so, it is a good but small expansion and I really liked it. It reminded me of the scenes beyond the Game of Thrones Wall ^^",positivo,0.1624999999999999
25549,25549,"It must be frustrating not to find her how you want, but remember that you started an illusion and broke the ice wall that existed in it, you left to show you its weakest part that has ever dared to exhibit, it again believed in the love you discovered in you.",positivo,0.0333333333333333
25550,25550,"k_rvec aitorcm Epassolas dr_Palomares Misterobus lxhsoport Charli_in Miguelpenagomez J_F_Leon Rosario_ces dmn astro_duque I am not suffering, I am laughing hahahaha, I am very sure of what I believe. When you climb to the stratosphere and be flat, when you see the great ice wall around the world or when you see a single photo with a real error, then we will talk",positivo,0.2922619047619048
25554,25554,Lanacion good yes ... the Terraplaneros believe that the Earth is flat locked by an infinitely high ice wall ...,positivo,0.2783333333333333
25555,25555,"_Emidesousa rociomoralesal barbijaputa have told you ... but you haven't seen it.
I understand ...

 They also told me that there is very much an ice wall that separates us from white walkers ...",positivo,0.13
25566,25566,badgalrattus I am very fan of Terraplanista lxs. They firmly claim that there is a great ice wall to the got or someone you have to mofar,positivo,0.2666666666666666
25567,25567,"lauragofanoes lalagaridecadi we are calm. The ice that has the value of crossing the line: Seville-Ecija-Olvera-Jerez-Medina. It is our wall. Heat, but wall. Unbeatable calÃ³.",positivo,0.3
25569,25569,Saramurcia iescolar kikyosanz is better than in Murcia put the ice wall of Got like summer we will have water and with the thaw they water the lettuce,positivo,0.5
25573,25573,My big problem with the end of #Juegodetronos is that there is nothing of the essence of a song of ice and fire here. It is something else. Maybe that is not bad. But this made me very happy. Just think of the happy life that will have ghost beyond the wall with Jon and the savages ... ,positivo,0.5375
25574,25574,Frikidoctor dr_indiana hauffman javimgol is more in the world of ice and fire you are perfectly differentiated in the breakdown of the seven kingdoms. If we ignore the wall and the lands beyond accounts eight different kingdoms.,positivo,0.5
25577,25577,"This nonsense does not arrive in Venezuela, I think they prefer to crash against the Antarctic ice wall before that hahahaha of corduroy that anti -scientific is these people ",positivo,0.2
25582,25582,"I keep waiting for someone to explain to me why the wall that the walkers' dragon will take place in x, in the last chapter it is intact. His precious wooden little girl and his ice wall well placed, oletucoÃ±o, did not know where to dispatch Jon clearly #got",positivo,0.0825
25583,25583,"Rafapanzer miyazaki: we have been handsome the boreal valley eh
Martin: Well, I have an ice wall

Great Rune",positivo,0.65
25590,25590,"Paris, France: New mural of the French artist Ardif for Festiwall  cured by The Wall .
 ""A wall to think about one of the main colonies of Emperor Pinguines that lost all their children due to the melting of ice layers."" ARDIF ",positivo,0.0445075757575757
25593,25593,"Bytemaniacos to see, we cannot confuse the series with the books, in the books there is still a lot of chicha and the thing is more congruent than in the series. I am talking about the series, not the book. In the book I doubt that a dragon loads the wall of a cup. That wall is more than ice.",positivo,0.5
25596,25596,"Jon Snow was responsible for the ice or fire governing everything.
Aemon was also targaryen to fart, with that criterion.
Bran saw the NK breaking and crossing the wall in dragon and reached the throne just because it is the  -eyed crow. I miss me.

Fav a thing about Arya and Davos. ",positivo,0.2
25597,25597,"""The guard of the night"" is an excellent name for a brotherhood of poets that protects us from living dead that walk on the other side of a huge ice wall.",positivo,0.26875
25600,25600,"Game of Thrones, despite criticism, has been a wonderful series that has maintained throughout its seven seasons a very high level.
And that end, with the ice dragon destroying the wall, is pure poetry.",positivo,0.1644571428571428
25609,25609,"#Jonsnow has been the best character, in my opinion, its story ends in a place where there is no claims of power, he never wanted that. He just wanted to know who he was, now he knows, he is the king beyond the wall and his is the song of ice and fire â¤",positivo,1.0
25611,25611,"The only part that I did not understand (and apologize my icnorantsia), View literally destroyed the wall, so years passed between the exile and Jon's last scene, how was it rebuilt so fast? The wall were centuries of ice, and in the end we saw it as if nothing had happened.",positivo,0.0666666666666666
25613,25613,"Frikidoctor I imagine that you are going to mention Aegon Targarien on the wall that does not make much sense with collapsed wall, without white walkers, with the savages free to enter or leave ... dispatch ice bars for refrigerators and cubatas marketing wild brew ?",positivo,0.175
25614,25614,Vazzzquez_ sofienamorado What I don't understand is that an ice wall  meters high is perfectly built in  month at most hahahaha,positivo,0.4649999999999999
25615,25615,"Someone explain at what time or time the ice wall was built again. #Got so many incongruities, the dialogues a garbage. It is not the end, it is the form.",positivo,0.5
25620,25620,#Gameophthonesfinale disappointment ... seen what was seen would have been much better end to end the ice dragon bursting the wall ... what more unnecessary season ... thanks D & amp; d aka desolation & amp; Misfortune loulogio_pi,positivo,0.04
25622,25622,"Payasovenososo apart that I don't know what he does in the collapsed wall, without white walkers, with the savages free to enter or leave ... dispatch ice bars for refrigerators and cubatas marketing wild brew?",positivo,0.1666666666666666
25623,25623,"Cs_rkid adoro Naples, the Amalfitan and Salerno coast. It's like Jon Snow the other side of the ice wall. Good luck you are there.",positivo,0.2875
25627,25627,"The drug and the throne A Fino Sabero, Best Character of the Hot Benry Series #GOT

Now to look for another series of shit to hook and crack very strong chapter after chapter believing that we would make a better script.

I love spin-off drama gay behind the ice wall.",positivo,0.32875
25633,25633,You are telling me that an ice dragon knocked down that wall and the north was independent (as beyond the north) to continue with a spontaneous generation wall that divides them.,positivo,0.1481481481481481
25636,25636,Dimealets and the whole ice wall by magic,positivo,0.35
25637,25637,"I was surprised how quickly the Nightwatch re built the ice wall, they brought them to ituzaingo what the streets are paved please",positivo,0.2166666666666666
25640,25640,"#Jon qlo, you could stay with the rich guachita of #Danaerys walking in a dragon being the most chingon, but no, you killed her and through Weon you are exiled to the ice wall with the wolf shit without ear #gameophters a shit .",positivo,0.055
25642,25642,"According to the series, ""Ice and Fire Song"" is the story of how the Stark were sending the world:
- Bran the west king
- Sansa the queen in the north
- Jon the king beyond the wall

PORFA, that the end in the books is better ð¤ð»",positivo,0.15
25643,25643,Jon in the end was where the people who see him as his natural king and thus crossed the ice wall,positivo,0.1
25647,25647,Hey and how did they rebuild an ice wall? ð It seems that a dragon did not destroy it,positivo,0.1
25649,25649,â­ï¸ - After a deadly climbing on the Ice wall #ygritte and #Jon they reach the top ... and kiss ... #gameofthronones #got #gameofthrononesfinale ,positivo,0.15
25655,25655,"Jon kills Dany, Jon stays on the Iron and Sansa throne in the north and fortified and rebuilding the wall. The new king is the result of the love between ice and fire (honoring the name of the series) ...",positivo,0.3181818181818182
25659,25659,"otravezandres politica_ecpe the yellow -painted ice wall, thanks to ""the best mayor"" of the  kingdoms",positivo,0.3999999999999999
25662,25662,"Well its settlement is located on the island of the bear, an island that is located near the wall area in the ice bay. Its emblem is a bear on a sinople forest. For more signs Mirad who uses one of those shields ... ",positivo,0.3
25663,25663,"Susasanayoga I started reading, I swear, but I don't know what an ice wall and puppies of a kind of large wolf and told myself ... often TruÃ±o.
And until today. So if you want to tell me (in audio please) then I will hear it as I drive or something.",positivo,0.4071428571428571
25664,25664,"What is poetry?
Have you felt any
time your look at mine?
Like an ice arrow,
Pure and sincere.
Like a sugar kiss,
A cold breathing ...
#BARNA #LOVE #XXI ",positivo,0.1535714285714285
25665,25665,"Please, join all the tears you are shedding for Got's , freeze them, raise a high -high ice wall, and leave me on the other side.",positivo,0.065
25666,25666,emilcar you put an ice wall and save it to clean the entire dirt of the savages and hair of their leather clothes! ððð,positivo,0.1833333333333333
25667,25667,Alvaro_fcm but in that vision it was also snow hahaha. I saw the other day the scene and flakes are seen on the throne's swords. It also crosses a door and goes out the ice wall and continues to snow.,positivo,0.0375
25669,25669,"rayoconfuso The ice wall had magic, that's why he could knock him down so easily with Dragon's fire",positivo,0.2592592592592592
25674,25674,"Easy, do you make a dragon into a zombie and destroy the wall ... Is it ice, right? ",positivo,0.1730158730158729
25677,25677,Barceioneta will sound crazy but a rock is more resistant than a construction but still is not an excuse for everything to be loaded as if it was paper the wall still seems normal because it is ice,positivo,0.08
25678,25678,Jon returns beyond the wall with Tormund and Ghost. Sansa Reina in the north. Arya murdered by Gray worm. Tyrion remembers his true but dies of ethyl coma in a brothel. Sam returns to the citadel to narrate the events in a book entitled to ice and fire.,positivo,0.1249999999999999
25679,25679,Barceioneta But the ice wall is more normal you know why it spits fire,positivo,0.325
25683,25683,"ciberaprendiz If the time does not prevent dragons, an ice wall of  meters high, a woman who does not burns, zombies, or resurrections, I do not see why I could not have as one of the themes ""Women are people""",positivo,0.16
25688,25688,"lobachevscki The power of the fire of the depend on what the chapter needs, if you need a wall is ice and wrought iron because there maximum explosive power, but it is to destroy some little murites or some pies and kill Jon Snow in Winterfell. He is a plaster nothing more.",positivo,0.0375
25689,25689,"You are seeing more thrones game than the notes and we regret informing you that the ""ice wall"" structure is not yet studied in structures.",positivo,0.0499999999999999
25691,25691,"Matadorcalderon marindelp leonkrauze hahaha, I also seemed a wink to Godzilla's atomic breath, but then I reminded the ice dragon how the wall is shot and everything collection more sense.",positivo,0.35
25693,25693,"Serpiedrasalrio I don't know if in Todxs. But in Daenery that trait had appeared. Many times. Jon is very stark, it is the most similar to NED. The master Aemon went to the wall to pay his family's faults. Rahegar was weak, had a fight with the ice dragon. And it was a surprise attack.",positivo,0.073
25695,25695,"Rondgb I interpreted this vision as she had the option to go directly on the throne but decides to go north (that's why the wall crosses) to kill the white walkers. I always thought she would die in the north for this scene. Obviously it is ice, the flakes in his hair Lol",positivo,0.225
25696,25696,"Really people believe it is ash? Fanboys invent anything.

In images  and  there are ice pieces, when Daenerys will touch the throne (image ) it is clear that it is snow, and the vision continues with it going beyond the wall (image ). ",positivo,0.15
25697,25697,"Ramriv Danisaz icriado frikidoctor The wall was not a simple ice wall, it had that magical thing that only one more magical thing that the wall could destroy.",positivo,0.2166666666666666
25699,25699,"New version of the huge mod set in the Universe of Song of Ice and Fire: a Clash of Kings. New tournament system, locations beyond the wall, new special missions and much more:  #MBMods ",positivo,0.2666048237476809
25701,25701,"verdu_verdu impressive !! But, once they reach the ""ice wall"" do they turn like swimmers? Or do they teleport to the ""face B"" of the flat earth? ð¤¦ââï¸",positivo,0.4875
25702,25702,"Malenaanda Claro, in the same vision she reaches the ice wall. I swore that it would end like this, first the throne and then the winter. I even moved when he began to snow in landing.",positivo,0.125
25705,25705,"Do you like to enjoy nature in the tent? Do you like Iceland?
â¼ ï¸MaÃ±ana Monday, May â¼ ï¸
ð£ Attentive to our wall ð¤ª We have gone crazy
ð± You will no longer have an excuse to travel to the island of ice and fire
ð #SeveranoTocaislandia #viajandoconisLandtours ",positivo,0.0375
25706,25706,"Strategy ()
For this one, the forces of â and ð¥ have opted for the strategy of the Zombie apocalypse. In a battle in #invernalia the screen will be made. And the best vivid defender of #Poniente will be the best dead defender of the ice kingdom, beyond the wall.",positivo,0.48125
25709,25709,"Natderapi children of the King of Ice, rappicolombia, Buy Rappi Prime and at all because I cannot buy any product and without being able to place any message for their help. Hopefully my tweet Stark helps destroy the communication wall with you. I try ",positivo,0.0333333333333333
25713,25713,Granain question: How many Milnoh can cool with the ice from the wall that protects Winterfell? I get about  billion bottles. We played about one hundred million per granaÃ­no.,positivo,0.425
25714,25714,Xiaomi Tierraplanistas there I am evidence that the Earth is not flat nor does there be an ice wall in the vortices that say so they will allycinate.,positivo,0.0125
25717,25717,"#Everest Cara Norte (CarlosGarranzo, ), we see:
ð¹ Below to the ABC.
ð¸ Above ABC, to the Dcha, part of the ice wall of the Col N that continues the normal route.
ð¹ ABC Front, on the left, wall where Topo and Cory intend to open a new route. The one in the middle. ",positivo,0.0477272727272727
25723,25723,"What the Lord of Light revived Jon? So much preparation, so much fear, the impenetrable wall of Bran's ice, Ice vs. Fuego, so much history of thousands of years of the children of the forest, both so much, to end in a second with a dagger.",positivo,0.1999999999999999
25726,25726,"Merostation can even be another location. A fortress on the real road further north. But if it is the King's landing, yes, the area will have peeled. Remember that there was another equal wall on the ice wall. No tree was allowed to grow to less than  or  meters from the wall.",positivo,0.0083333333333333
25727,25727,Soybienbabooso hahahahaha as absurd as there was an ice dragon under the wall ... or that Bran was going to control a dragon or that Jon was going to kill Daenerys to be able to kill Night King ...,positivo,0.0666666666666666
25730,25730,"Frikidoctor The wall in ice and fire song is a true ""magic wall"" that separates the magical kingdom from the kingdom of men?",positivo,0.45
25739,25739,"Slifante I have seen the podcast with UTBH on Got, the ice bear in the chapter beyond the wall is normal, the walkers can be done with every animal or human.",positivo,0.075
25742,25742,"Possibly more dragons appear or a super ice dragon that comes from the wall ðð¼ð®, theories based on the past, oh I don't die.#GOT",positivo,0.1944444444444444
25743,25743,"Magasttata Nor Idea, An architect who builds an ice wall in Cancun? It's hot and we need it.",positivo,0.25
25746,25746,"What would happen if there is an army of White Walker Babies?

Far beyond the wall there is an ice castle where Craster's children, offered to Night King, were transformed into White Walkers.

They showed us that with a goal, right? #Got",positivo,0.0964285714285714
25747,25747,You have to get the normal people from there. And lift an impregnable ice wall.,positivo,0.15
25750,25750,"What is coming in #realmroyale, the ice wall leaves, to give way to a new skill. In the PTR. ",positivo,0.1363636363636363
25751,25751,"OldShadow tierraplanista esjar oliver_youtube but see, I repeat you again, the ice wall is the Antarctica !!!! What would be interesting to investigate is that there is beyond",positivo,0.5
25752,25752,"Lilianx right, and you? Have they already reached the ice wall?",positivo,0.2857142857142857
25753,25753,Great ice wall among the worlds. Antartida input  via youtube,positivo,0.8
25754,25754,"karuvf The imperfect hero is the best he has. He almost dies three times: the battle of the bastards (Sansa saves him), after the wall (Dany and uncle Benjen save him) and in Winterfell, who attacks the ice dragon (Save him Arya at a distance). And the guy continues.",positivo,1.0
25757,25757,"""I felt as if the weight of all that ice fell on him, as if he were about to collapse. And the boy had the intuition that, if the wall fell, the world would fall with him."" And almost right",positivo,0.2857142857142857
25758,25758,"Hbolat The enemy since season  has been Cersei Lanister. The king of the night has been the danger beyond the wall, older than the war that develops in Ice and Giego Song",positivo,0.1666666666666666
25759,25759,Great ice wall among the worlds. Antartida entrance  via youtube,positivo,0.8
25761,25761,"People who resurrect, an aunt who gets into a fire pyre and leaves alive, an ice wall, green fire, a crio that sees crosses from the crows ... but the important thing is the military rigor that but does not fit the thing ... to me the this that lowers me.

",positivo,5.551115123125783e-18
25763,25763,"-Earth's limit is an impenetrable ice wall:

If we assume that the planet is not round, where does it end then? According to this community, the limit of the earth to the sides is an impenetrable ice wall. Although most ensures that nobody knows what's from the other+",positivo,0.1583333333333333
25769,25769,"norrita_lad an ice wall around her heart, which she had softened and conquered from the first moment, had made her self -confidence, feeling a loved one and not being the second in question, the shadow of which one day It was his best friend Alejandro +",positivo,0.4875
25770,25770,Let's see that one is ice and another of stone but the wall has a thickness of about  meters or more with spells and everything and a huge height knows that it has its difficulty,positivo,0.45
25773,25773,"Mrlangarm I have no idea really but I thought it was for that, an ice wall is so big but I don't know either",positivo,0.1
25774,25774,"Mrlangarm Regarding the wall, the wall is ice for is melts, as far as I understand, in addition that when the dragon is shattered, the ear comes out of the ear",positivo,0.1
25778,25778,"Sesegato remains human, it is not the same as a millenary being for whose fault an ice magical wall had to be built ... Anyway, it has a structure that does not convince me and I think the books will be very different in Its end, luckily.",positivo,0.1666666666666666
25782,25782,"Thefilmsplay alexjuxx yayagutierrez and think that someone built an ice wall hundred meters high and thousands of kilometers long, put castles and armies that guarded thousands of years, when the only thing that takes care of killing the king From the night it was a girl with a knife.",positivo,0.1275
25785,25785,"Progtero that says that there is only one pole, the north, and that it is a super large ice wall that surrounds the entire land in Game of Thrones Ay Lmao",positivo,0.1246031746031745
25788,25788,"#Tormund: . Always firm, he knew how to recover quickly after seeing as a dragon that spit ice meant the wall that cost him so much to pass.
#Serdavos: . At times it seemed to kill one of the most important allies. It is recognized that you have endured your thirst for revenge.",positivo,0.2466666666666666
25790,25790,"""And he looked beyond the wall, beyond the endless forests covered with snow, beyond the icy shores and large ice rivers, blue white, beyond the plains where nothing could grow or live. ..",positivo,0.0209415584415584
25795,25795,"A minute of silence for Night King. Oh Great King of Ice, Elsa Dela beyond the Wall, dragon rider, obsessed with #bransark and the one that does not burn ð¥. We will miss you great lord. #DOMUGOT
!",positivo,0.4333333333333333
25798,25798,The best news is the fall of the ice wall on the right ... #electionsl,positivo,0.6428571428571428
25799,25799,"Attostao sciuridae No, I would say that the news says that it is a particularly warm summer in Argentina and South Africa with unusual and tin droughts, broken ice wall and abnormal displacement of recruits to Antarctica for âmilitary exercisesâ.",positivo,0.1333333333333333
25802,25802,"matiasygriega Andriuval oliver_youtube according to you, the water does the same as the road does not level? Do not have hos you have raised to a large , with a telescope and contemplate and photograph the great ice wall? I guess...",positivo,0.338095238095238
25803,25803,"I will see ""The Best of Me"" if he made thursdaypills cry that is not one of the ice blocks with which the wall of Westeros was built, I minimal the Guaire overflows.",positivo,0.45
25804,25804,"Jorahm a crow.

-Arica's look became gelida as the same ice that the wall had formed. His voice reflects an ancestral hatred that had only been diluted, and slightly, thanks to Jon-

The crows have no children",positivo,0.0666666666666666
25805,25805,"Start strong !!!

We live on a television set surrounded by the Game of Game of Thrones ð¤£ð¤£ð¤£ð¤£ð¤£",positivo,0.0456794507575757
25808,25808,"And ColorÃ­n Colorado, this beautiful story starring a Hispanic iron wall that poets matched the ice and the fire reaches its end ",positivo,0.85
25809,25809,"Tierraplapalist I think the wall is not ice as you think except plastic ... I will formulate it as a Terraplanist ... It has been shown that the wall is made of plastic ... I don't know how they did the old civilizations to put plastic there , but I will investigate (on YouTube) and find an answer",positivo,0.1
25810,25810,"Danysendra tierraplapalist Hank_Solo but I return and insist, where is the logic of going south to return to the north when you fly in the south of the planet according to your model knowing that it would be incredibly long to turn around bordering the ice wall ...
I put the route again ",positivo,0.375
25812,25812,"Hbolat may be able to win beyond the wall, in the lands of the eternal winter. In the fourth episode of season , a walker is shown carrying Craster's last son to an ice palace. This palace could be a place of",positivo,0.325
25814,25814,"Between you and me there is a wall of that ice you are talking about.

âThe what he wants with the ice is romperso on the head.",positivo,0.2
25815,25815,"We are not in Winterfell, but here, in #Barriomar, we also have our wall, it is not ice or is guarded by the night guard, it is of rubble, and it is a real shame. ",positivo,0.3
25817,25817,Mafianela Blue fire. Magic fire (?). Ice cannot be because the wall was ice. Or not?,positivo,0.25
25819,25819,"chselles yes, and now the danger of the king of the night is real and the ice wall has already jumped ... vox #casadomentiroso cii citizens",positivo,0.2
25822,25822,Victorhurtado dekar Mother of mine and of beautiful love ... colder than at the top of the ice wall,positivo,0.6166666666666667
25823,25823,"Ice wall: it is still waiting for a day for life so much ice, that shell with which it does not show the beautiful flower it is, and from which the #bbastopsychiai Bts bts_twt  be used kmeyqoxa",positivo,0.525
25825,25825,"Benjenðð The wall is not just ice and stone, ancient curses were recorded in their foundations, strong magic (of the children of the forest !!) to protect the men of the dead. But the dragon magic knocked down those cursesðð
What will it be of him ?? Will have fallen during the",positivo,0.2718055555555555
25832,25832,"Alejandrocsome: To take a scale in GOT:
The ice wall measures more than  miles long and  feet high.

That is a wall from ca ...",positivo,0.2033333333333333
25833,25833,"Alejandrocsome If I remember correctly in one of the books they point out that the ice of the wall is loaded with magic and lost spells, so it challenges logic and will last forever. In addition, a simple ""real"" ice barrier would not stop the white walkers.",positivo,0.1399999999999999
25834,25834,"It is known that the  will pass, Trifachito is voted and Abascal will build his great wall to contain the ice army that come to take our work, all solved. #Eldebateenrtve",positivo,0.8
25841,25841,"Registafm alejandrocsome _Ruman_ Romanzen_ and the legends include the children of the forest collaborating with their magic to construction, otherwise as some wrote, they say that the giants transported the giant ice blocks. And keeps it ""kept"" the wall during later years",positivo,0.1666666666666666
25845,25845,"alejandrocsome _Ruman_ Romanzen_ I have to read ""The World of Ice and Fire"" that talk about it there. At night I look for the chapter on the wall and we leave doubts. What surprises me most are  meters, it is a barbarity.",positivo,0.5
25846,25846,"Medatf HBO_es Yes Of course and I remind you on * that are all on the wall and the ice dragon melts it, it looks how things fall and they the same, what did they do to save themselves ??? Because if the dead pass through there, do not the first attack the wall ??? For me they have left without touching something important",positivo,0.1583333333333333
25848,25848,"To take a scale in GOT:
The ice wall measures more than  miles long and  feet high.

That is a wall from CABA to Mar del Plata,  meters high and a few meters thick.

The ""first men"" built it without the help of the walkers? ð¤ ",positivo,0.0742857142857142
25850,25850,"Vox lords, which is already a wall in Ceuta. Be original.

I propose some zombies barricades or an ice wall, or giant rolling balls throughout the border ... and poisonous snakes. No serious game can do without a good amount of sierpes.",positivo,0.1683333333333333
25852,25852,"atmsphr_e get hungry and death. Death comes as a ""white walker"", which is basically a zombie, but it is azul and does not die unless Vidriagon stone is used. Before there used to be a huge ice wall in the north, but thanks to a bullshit, the wall +",positivo,0.2
25853,25853,"To begin with: Opening is wonderful! ð¥°
Now that everything is reduced to a few locations, we can observe in more detail the wall (ice blocks can be seen), Winterfell (crypt included) and King's landing (highlighting the throne hall).",positivo,0.4333333333333333
25854,25854,"Tpl_Anfurated the point is that you do them, not the special agencies, so that everything is corroborated and the supposed truth comes to light, you should go to the ice wall, and if you demonstrate your theories ready with facts, you live more lives more lives Happy and full.",positivo,0.4054383116883117
25855,25855,The first defensive level are physical or mechanical barriers. The skin is the main barrier that prevents the entry of antigens into our body. The ice wall will be the first barrier that the king of the night and his armies find on his way #inmunologiadertonos ,positivo,0.1666666666666666
25856,25856,"Behind an ice wall, a great universe. That you see eyes. ",positivo,0.2
25857,25857,coldpoison_ Dany does not see View becoming ice dragon in that episode. She is not on the wall when the army attacks.,positivo,0.45
25858,25858,"Aydtodo Tell him that Joffrey is poisoned at his wedding, Tyrion kills his father, Jon Snow is not a Stark and a zombie dragon tomb the entire ice wall. You will have screwed .% of the series with that.",positivo,0.05
25859,25859,"I already let insistence, I stopped talking, I'm just there, seeing how the ice wall gets up more and more specifically in the middle of the two.",positivo,0.3333333333333333
